+---------------------------------------------------+
| *** WARNING *** |
| Don't use the item ID for anything "proper"!! |
| It's provided here for completeness's sake, it's different in every world. |
+---------------------------------------------------+
| Mod name | Registry name | Item ID | Display name |
| Unknown | betterend:iron_bulb_lantern_light_gray | 2410 | 淡灰色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_lime | 2413 | 黄绿色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_magenta | 2414 | 品红色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_orange | 2416 | 橙色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_pink | 2422 | 粉色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_purple | 2417 | 紫色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_red | 2415 | 红色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_white | 2408 | 白色铁质灯泡灯笼 |
| Unknown | betterend:iron_bulb_lantern_yellow | 2421 | 黄色铁质灯泡灯笼 |
| Unknown | betterend:iron_chandelier | 2424 | 铁制吊灯 |
| Unknown | betterend:iron_hammer | 1806 | 铁锻锤 |
| Unknown | betterend:jellyshroom_bark | 2138 | 果冻菌柄 |
| Unknown | betterend:jellyshroom_barrel | 2151 | 果冻菌木桶 |
| Unknown | betterend:jellyshroom_bookshelf | 2153 | 果冻菌书架 |
| Unknown | betterend:jellyshroom_button | 2144 | 果冻菌木按钮 |
| Unknown | betterend:jellyshroom_cap_purple | 2134 | 紫色果冻菌盖 |
| Unknown | betterend:jellyshroom_chest | 2150 | 果冻菌木箱 |
| Unknown | betterend:jellyshroom_composter | 2154 | 果冻菌木堆肥桶 |
| Unknown | betterend:jellyshroom_crafting_table | 2152 | 果冻菌木工作台 |
| Unknown | betterend:jellyshroom_door | 2147 | 果冻菌木门 |
| Unknown | betterend:jellyshroom_fence | 2142 | 果冻菌木栅栏 |
| Unknown | betterend:jellyshroom_gate | 2143 | 果冻菌木栅栏门 |
| Unknown | betterend:jellyshroom_ladder | 2148 | 果冻菌木梯 |
| Unknown | betterend:jellyshroom_log | 2137 | 果冻菌原木 |
| Unknown | betterend:jellyshroom_planks | 2139 | 果冻菌木板 |
| Unknown | betterend:jellyshroom_plate | 2145 | 果冻菌木压力板 |
| Unknown | betterend:jellyshroom_sign | 2149 | 果冻菌木告示牌 |
| Unknown | betterend:jellyshroom_slab | 2141 | 果冻菌木台阶 |
| Unknown | betterend:jellyshroom_stairs | 2140 | 果冻菌木楼梯 |
| Unknown | betterend:jellyshroom_stripped_bark | 2136 | 去皮果冻菌柄 |
| Unknown | betterend:jellyshroom_stripped_log | 2135 | 去皮果冻菌原木 |
| Unknown | betterend:jellyshroom_trapdoor | 2146 | 果冻菌活板门 |
| Unknown | betterend:jungle_fern | 2269 | 丛林蕨 |
| Unknown | betterend:jungle_grass | 2189 | 丛林草 |
| Unknown | betterend:jungle_moss | 1718 | 丛林苔藓 |
| Unknown | betterend:jungle_moss_path | 1733 | 丛林苔藓径 |
| Unknown | betterend:jungle_vine | 2275 | 丛林藤 |
| Unknown | betterend:lacugrove_bark | 2025 | 泊树林木 |
| Unknown | betterend:lacugrove_barrel | 2038 | 泊树林木桶 |
| Unknown | betterend:lacugrove_bookshelf | 2040 | 泊树林木书架 |
| Unknown | betterend:lacugrove_button | 2031 | 泊树林木按钮 |
| Unknown | betterend:lacugrove_chest | 2037 | 泊树林木箱 |
| Unknown | betterend:lacugrove_composter | 2041 | 泊树林木堆肥桶 |
| Unknown | betterend:lacugrove_crafting_table | 2039 | 泊树林木工作台 |
| Unknown | betterend:lacugrove_door | 2034 | 泊树林木门 |
| Unknown | betterend:lacugrove_fence | 2029 | 泊树林木栅栏 |
| Unknown | betterend:lacugrove_gate | 2030 | 泊树林木栅栏门 |
| Unknown | betterend:lacugrove_ladder | 2035 | 泊树林木梯 |
| Unknown | betterend:lacugrove_leaves | 2021 | 泊树林树叶 |
| Unknown | betterend:lacugrove_log | 2024 | 泊树林原木 |
| Unknown | betterend:lacugrove_planks | 2026 | 泊树林木板 |
| Unknown | betterend:lacugrove_plate | 2032 | 泊树林木压力板 |
| Unknown | betterend:lacugrove_sapling | 2020 | 泊树林树苗 |
| Unknown | betterend:lacugrove_sign | 2036 | 泊树林木告示牌 |
| Unknown | betterend:lacugrove_slab | 2028 | 泊树林木台阶 |
| Unknown | betterend:lacugrove_stairs | 2027 | 泊树林木楼梯 |
| Unknown | betterend:lacugrove_stripped_bark | 2023 | 去皮泊树林木 |
| Unknown | betterend:lacugrove_stripped_log | 2022 | 去皮泊树林原木 |
| Unknown | betterend:lacugrove_trapdoor | 2033 | 泊树林木活板门 |
| Unknown | betterend:lamellarium | 2199 | 层状 |
| Unknown | betterend:lanceleaf_seed | 2205 | 兰塞尔叶种子 |
| Unknown | betterend:leather_stripe | 1773 | 皮革条纹 |
| Unknown | betterend:leather_wrapped_stick | 1774 | 皮革包装棒 |
| Unknown | betterend:lucernia_bark | 2161 | 琉森木头 |
| Unknown | betterend:lucernia_barrel | 2174 | 琉森桶 |
| Unknown | betterend:lucernia_bookshelf | 2176 | 琉森书架 |
| Unknown | betterend:lucernia_button | 2167 | 琉森按钮 |
| Unknown | betterend:lucernia_chest | 2173 | 琉森箱子 |
| Unknown | betterend:lucernia_composter | 2177 | 琉森堆肥桶 |
| Unknown | betterend:lucernia_crafting_table | 2175 | 琉森合成台 |
| Unknown | betterend:lucernia_door | 2170 | 琉森门 |
| Unknown | betterend:lucernia_fence | 2165 | 琉森栅栏 |
| Unknown | betterend:lucernia_gate | 2166 | 琉森栅栏门 |
| Unknown | betterend:lucernia_ladder | 2171 | 琉森梯 |
| Unknown | betterend:lucernia_leaves | 2156 | 琉森页 |
| Unknown | betterend:lucernia_log | 2160 | 琉森原木 |
| Unknown | betterend:lucernia_outer_leaves | 2157 | 琉森叶（外层） |
| Unknown | betterend:lucernia_planks | 2162 | 琉森木板 |
| Unknown | betterend:lucernia_plate | 2168 | 琉森压力板 |
| Unknown | betterend:lucernia_sapling | 2155 | 琉森树苗 |
| Unknown | betterend:lucernia_sign | 2172 | 琉森牌子 |
| Unknown | betterend:lucernia_slab | 2164 | 琉森台阶 |
| Unknown | betterend:lucernia_stairs | 2163 | 琉森楼梯 |
| Unknown | betterend:lucernia_stripped_bark | 2159 | 去皮琉森木头 |
| Unknown | betterend:lucernia_stripped_log | 2158 | 去皮琉森原木 |
| Unknown | betterend:lucernia_trapdoor | 2169 | 琉森陷阱门 |
| Unknown | betterend:lumecorn_rod | 1776 | 发光玉米棒 |
| Unknown | betterend:lumecorn_seed | 2211 | 发光玉米种子 |
| Unknown | betterend:lutebus | 2198 | 琵琶 |
| Unknown | betterend:magnula | 2277 | 木兰 |
| Unknown | betterend:menger_sponge | 2230 | 门格海绵 |
| Unknown | betterend:menger_sponge_wet | 2231 | 湿门格海绵 |
| Unknown | betterend:missing_tile | 1936 | 缺少瓦片 |
| Unknown | betterend:mossy_dragon_bone | 1740 | 生苔龙骨 |
| Unknown | betterend:mossy_glowshroom_bark | 1959 | 苔光菇菌柄 |
| Unknown | betterend:mossy_glowshroom_barrel | 1972 | 苔光菇木桶 |
| Unknown | betterend:mossy_glowshroom_bookshelf | 1974 | 苔光菇木书架 |
| Unknown | betterend:mossy_glowshroom_button | 1965 | 苔光菇木按钮 |
| Unknown | betterend:mossy_glowshroom_cap | 1953 | 苔光菇菌盖 |
| Unknown | betterend:mossy_glowshroom_chest | 1971 | 苔光菇木箱 |
| Unknown | betterend:mossy_glowshroom_composter | 1975 | 苔光菇木堆肥桶 |
| Unknown | betterend:mossy_glowshroom_crafting_table | 1973 | 苔光菇木工作台 |
| Unknown | betterend:mossy_glowshroom_door | 1968 | 苔光菇木门 |
| Unknown | betterend:mossy_glowshroom_fence | 1963 | 苔光菇木栅栏 |
| Unknown | betterend:mossy_glowshroom_fur | 1955 | 苔光菇菌绒 |
| Unknown | betterend:mossy_glowshroom_gate | 1964 | 苔光菇木栅栏门 |
| Unknown | betterend:mossy_glowshroom_hymenophore | 1954 | 苔光菇菌褶 |
| Unknown | betterend:mossy_glowshroom_ladder | 1969 | 苔光菇木梯 |
| Unknown | betterend:mossy_glowshroom_log | 1958 | 苔光菇原木 |
| Unknown | betterend:mossy_glowshroom_planks | 1960 | 苔光菇木板 |
| Unknown | betterend:mossy_glowshroom_plate | 1966 | 苔光菇木压力板 |
| Unknown | betterend:mossy_glowshroom_sapling | 1952 | 苔光菇幼苗 |
| Unknown | betterend:mossy_glowshroom_sign | 1970 | 苔光菇木告示牌 |
| Unknown | betterend:mossy_glowshroom_slab | 1962 | 苔光菇木台阶 |
| Unknown | betterend:mossy_glowshroom_stairs | 1961 | 苔光菇木楼梯 |
| Unknown | betterend:mossy_glowshroom_stripped_bark | 1957 | 去皮苔光菇菌柄 |
| Unknown | betterend:mossy_glowshroom_stripped_log | 1956 | 去皮苔光菇原木 |
| Unknown | betterend:mossy_glowshroom_trapdoor | 1967 | 苔光菇木活板门 |
| Unknown | betterend:mossy_obsidian | 1736 | 生苔的黑曜石 |
| Unknown | betterend:murkweed | 2260 | 黝黯草 |
| Unknown | betterend:music_disc_endseeker | 1781 | §b音乐光盘§r |
| Unknown | betterend:music_disc_eo_dracona | 1782 | §b音乐光盘§r |
| Unknown | betterend:music_disc_grasping_at_stars | 1780 | §b音乐光盘§r |
| Unknown | betterend:music_disc_strange_and_alien | 1779 | §b音乐光盘§r |
| Unknown | betterend:needlegrass | 2261 | 针茅草 |
| Unknown | betterend:neon_cactus | 2219 | 霓虹仙人掌 |
| Unknown | betterend:neon_cactus_block | 2220 | 霓虹仙人掌块 |
| Unknown | betterend:neon_cactus_slab | 2222 | 霓虹仙人掌台阶 |
| Unknown | betterend:neon_cactus_stairs | 2221 | 霓虹仙人掌楼梯 |
| Unknown | betterend:netherite_hammer | 1809 | 下界合金锻锤 |
| Unknown | betterend:orango | 2196 | 奥兰戈 |
| Unknown | betterend:pallidium_full | 1721 | 蒿石（完全覆盖） |
| Unknown | betterend:pallidium_heavy | 1722 | 蒿石（基本覆盖） |
| Unknown | betterend:pallidium_thin | 1723 | 蒿石（部分覆盖） |
| Unknown | betterend:pallidium_tiny | 1724 | 蒿石（略微覆盖） |
| Unknown | betterend:pink_moss | 1716 | 粉色苔藓 |
| Unknown | betterend:pink_moss_path | 1731 | 粉色苔藓径 |
| Unknown | betterend:pond_anemone | 2257 | 池塘海葵 |
| Unknown | betterend:purple_polypore | 2262 | 紫色多孔菌 |
| Unknown | betterend:purpur_lantern | 2404 | 紫珀灯笼 |
| Unknown | betterend:purpur_pedestal | 1944 | 紫珀基座 |
| Unknown | betterend:pythadendron_bark | 1981 | 毕达木 |
| Unknown | betterend:pythadendron_barrel | 1994 | 毕达木桶 |
| Unknown | betterend:pythadendron_bookshelf | 1996 | 毕达木书架 |
| Unknown | betterend:pythadendron_button | 1987 | 毕达木按钮 |
| Unknown | betterend:pythadendron_chest | 1993 | 毕达木箱 |
| Unknown | betterend:pythadendron_composter | 1997 | 毕达木堆肥桶 |
| Unknown | betterend:pythadendron_crafting_table | 1995 | 毕达木工作台 |
| Unknown | betterend:pythadendron_door | 1990 | 毕达木门 |
| Unknown | betterend:pythadendron_fence | 1985 | 毕达木栅栏 |
| Unknown | betterend:pythadendron_gate | 1986 | 毕达木栅栏门 |
| Unknown | betterend:pythadendron_ladder | 1991 | 毕达木梯 |
| Unknown | betterend:pythadendron_leaves | 1977 | 毕达树叶 |
| Unknown | betterend:pythadendron_log | 1980 | 毕达木原木 |
| Unknown | betterend:pythadendron_planks | 1982 | 毕达木板 |
| Unknown | betterend:pythadendron_plate | 1988 | 毕达木压力板 |
| Unknown | betterend:pythadendron_sapling | 1976 | 毕达树苗 |
| Unknown | betterend:pythadendron_sign | 1992 | 毕达木告示牌 |
| Unknown | betterend:pythadendron_slab | 1984 | 毕达木台阶 |
| Unknown | betterend:pythadendron_stairs | 1983 | 毕达木楼梯 |
| Unknown | betterend:pythadendron_stripped_bark | 1979 | 去皮毕达木 |
| Unknown | betterend:pythadendron_stripped_log | 1978 | 去皮毕达木原木 |
| Unknown | betterend:pythadendron_trapdoor | 1989 | 毕达木活板门 |
| Unknown | betterend:quartz_lantern | 2403 | 石英灯笼 |
| Unknown | betterend:quartz_pedestal | 1943 | 石英基座 |
| Unknown | betterend:raw_amber | 1765 | 生琥珀 |
| Unknown | betterend:respawn_obelisk | 2399 | 重生方尖碑 |
| Unknown | betterend:rubinea | 2276 | 茜草 |
| Unknown | betterend:ruscus | 2270 | 芸香 |
| Unknown | betterend:rutiscus | 1720 | 芸苔 |
| Unknown | betterend:rutiscus_path | 1735 | 芸苔径 |
| Unknown | betterend:salteago | 2191 | 萨尔特戈 |
| Unknown | betterend:sandy_jadestone | 1900 | 沙玉 |
| Unknown | betterend:sandy_jadestone_bricks | 1911 | 沙玉砖 |
| Unknown | betterend:sandy_jadestone_bricks_slab | 1913 | 沙玉砖台阶 |
| Unknown | betterend:sandy_jadestone_bricks_stairs | 1912 | 沙玉砖楼梯 |
| Unknown | betterend:sandy_jadestone_bricks_wall | 1914 | 沙玉砖墙 |
| Unknown | betterend:sandy_jadestone_button | 1907 | 沙玉按钮 |
| Unknown | betterend:sandy_jadestone_flower_pot | 1916 | 沙玉花盆 |
| Unknown | betterend:sandy_jadestone_furnace | 1915 | 沙玉炉 |
| Unknown | betterend:sandy_jadestone_lantern | 1910 | 沙玉灯笼 |
| Unknown | betterend:sandy_jadestone_pedestal | 1909 | 沙玉基座 |
| Unknown | betterend:sandy_jadestone_pillar | 1903 | 沙玉支柱 |
| Unknown | betterend:sandy_jadestone_plate | 1908 | 沙玉压力板 |
| Unknown | betterend:sandy_jadestone_polished | 1901 | 平滑沙玉 |
| Unknown | betterend:sandy_jadestone_slab | 1905 | 沙玉台阶 |
| Unknown | betterend:sandy_jadestone_stairs | 1904 | 沙玉楼梯 |
| Unknown | betterend:sandy_jadestone_tiles | 1902 | 沙玉瓦 |
| Unknown | betterend:sandy_jadestone_wall | 1906 | 沙玉墙 |
| Unknown | betterend:sangnum | 1719 | 桑格纳姆 |
| Unknown | betterend:sangnum_path | 1734 | 桑格纳姆径 |
| Unknown | betterend:shadow_berry | 2223 | 黯影浆果种子 |
| Unknown | betterend:shadow_berry_cooked | 1811 | 熟黯影浆果 |
| Unknown | betterend:shadow_berry_jelly | 1823 | 黯影浆果冻 |
| Unknown | betterend:shadow_berry_raw | 1810 | 生黯影浆果 |
| Unknown | betterend:shadow_grass | 1715 | 黯影草 |
| Unknown | betterend:shadow_grass_path | 1730 | 黯影草径 |
| Unknown | betterend:shadow_plant | 2184 | 黯影植物 |
| Unknown | betterend:silk_fiber | 1775 | 蚕丝 |
| Unknown | betterend:silk_moth_hive | 2282 | 丝蛾蜂巢 |
| Unknown | betterend:silk_moth_matrix | 1777 | 丝蛾基质 |
| Unknown | betterend:silk_moth_nest | 2281 | 蚕蛾巢 |
| Unknown | betterend:small_amaranita_mushroom | 2212 | 小鹅膏菌菇 |
| Unknown | betterend:small_jellyshroom | 2209 | 小果冻菌 |
| Unknown | betterend:smaragdant_crystal | 2387 | 翡翠 |
| Unknown | betterend:smaragdant_crystal_bricks | 2395 | 翡翠砖 |
| Unknown | betterend:smaragdant_crystal_bricks_slab | 2397 | 翡翠砖台阶 |
| Unknown | betterend:smaragdant_crystal_bricks_stairs | 2396 | 翡翠砖楼梯 |
| Unknown | betterend:smaragdant_crystal_bricks_wall | 2398 | 翡翠砖墙 |
| Unknown | betterend:smaragdant_crystal_pedestal | 2394 | 翡翠基座 |
| Unknown | betterend:smaragdant_crystal_pillar | 2390 | 翡翠支柱 |
| Unknown | betterend:smaragdant_crystal_polished | 2388 | 平滑翡翠 |
| Unknown | betterend:smaragdant_crystal_shard | 2386 | 翡翠碎片 |
| Unknown | betterend:smaragdant_crystal_slab | 2392 | 翡翠台阶 |
| Unknown | betterend:smaragdant_crystal_stairs | 2391 | 翡翠楼梯 |
| Unknown | betterend:smaragdant_crystal_tiles | 2389 | 翡翠瓦 |
| Unknown | betterend:smaragdant_crystal_wall | 2393 | 翡翠墙 |
| Unknown | betterend:spawn_egg_cubozoa | 1818 | 箱水母刷怪蛋 |
| Unknown | betterend:spawn_egg_dragonfly | 1814 | 蜻蜓刷怪蛋 |
| Unknown | betterend:spawn_egg_end_fish | 1816 | 末地鱼刷怪蛋 |
| Unknown | betterend:spawn_egg_end_slime | 1815 | 末地史莱姆刷怪蛋 |
| Unknown | betterend:spawn_egg_shadow_walker | 1817 | 黯影行者刷怪蛋 |
| Unknown | betterend:spawn_egg_silk_moth | 1819 | 蚕刷怪蛋 |
| Unknown | betterend:sulphur_crystal | 1935 | 硫黄结晶 |
| Unknown | betterend:sulphuric_rock | 1849 | 硫黄岩 |
| Unknown | betterend:sulphuric_rock_bricks | 1860 | 硫黄岩砖 |
| Unknown | betterend:sulphuric_rock_bricks_slab | 1862 | 硫黄岩砖台阶 |
| Unknown | betterend:sulphuric_rock_bricks_stairs | 1861 | 硫黄岩砖楼梯 |
| Unknown | betterend:sulphuric_rock_bricks_wall | 1863 | 硫黄岩砖墙 |
| Unknown | betterend:sulphuric_rock_button | 1856 | 硫黄岩按钮 |
| Unknown | betterend:sulphuric_rock_flower_pot | 1865 | 硫黄岩花盆 |
| Unknown | betterend:sulphuric_rock_furnace | 1864 | 硫黄岩熔炉 |
| Unknown | betterend:sulphuric_rock_lantern | 1859 | 硫黄岩灯笼 |
| Unknown | betterend:sulphuric_rock_pedestal | 1858 | 硫黄岩基座 |
| Unknown | betterend:sulphuric_rock_pillar | 1852 | 硫黄岩柱 |
| Unknown | betterend:sulphuric_rock_plate | 1857 | 硫黄岩压力板 |
| Unknown | betterend:sulphuric_rock_polished | 1850 | 磨制硫黄岩 |
| Unknown | betterend:sulphuric_rock_slab | 1854 | 硫黄岩台阶 |
| Unknown | betterend:sulphuric_rock_stairs | 1853 | 硫黄岩楼梯 |
| Unknown | betterend:sulphuric_rock_tiles | 1851 | 硫黄岩瓦 |
| Unknown | betterend:sulphuric_rock_wall | 1855 | 硫黄岩墙 |
| Unknown | betterend:sweet_berry_jelly | 1822 | 甜浆果冻 |
| Unknown | betterend:tail_moss | 2264 | 鼠尾苔藓 |
| Unknown | betterend:tenanea_bark | 2071 | 十纹木 |
| Unknown | betterend:tenanea_barrel | 2084 | 十纹木桶 |
| Unknown | betterend:tenanea_bookshelf | 2086 | 十纹木书架 |
| Unknown | betterend:tenanea_button | 2077 | 十纹木按钮 |
| Unknown | betterend:tenanea_chest | 2083 | 十纹木箱 |
| Unknown | betterend:tenanea_composter | 2087 | 十纹木堆肥桶 |
| Unknown | betterend:tenanea_crafting_table | 2085 | 十纹木工作台 |
| Unknown | betterend:tenanea_door | 2080 | 十纹木门 |
| Unknown | betterend:tenanea_fence | 2075 | 十纹木栅栏 |
| Unknown | betterend:tenanea_flowers | 2066 | 十纹花藤 |
| Unknown | betterend:tenanea_gate | 2076 | 十纹木栅栏门 |
| Unknown | betterend:tenanea_ladder | 2081 | 十纹木梯 |
| Unknown | betterend:tenanea_leaves | 2065 | 十纹树叶 |
| Unknown | betterend:tenanea_log | 2070 | 十纹木原木 |
| Unknown | betterend:tenanea_outer_leaves | 2067 | 十纹树叶（外层） |
| Unknown | betterend:tenanea_planks | 2072 | 十纹木板 |
| Unknown | betterend:tenanea_plate | 2078 | 十纹木压力板 |
| Unknown | betterend:tenanea_sapling | 2064 | 十纹树苗 |
| Unknown | betterend:tenanea_sign | 2082 | 十纹木告示牌 |
| Unknown | betterend:tenanea_slab | 2074 | 十纹木台阶 |
| Unknown | betterend:tenanea_stairs | 2073 | 十纹木楼梯 |
| Unknown | betterend:tenanea_stripped_bark | 2069 | 去皮十纹木 |
| Unknown | betterend:tenanea_stripped_log | 2068 | 去皮十纹木原木 |
| Unknown | betterend:tenanea_trapdoor | 2079 | 十纹木活板门 |
| Unknown | betterend:terminite_anvil | 2380 | 终界砧 |
| Unknown | betterend:terminite_axe | 2372 | 终界铁斧 |
| Unknown | betterend:terminite_axe_head | 2365 | 终界斧头部 |
| Unknown | betterend:terminite_bars | 2340 | 终界条 |
| Unknown | betterend:terminite_block | 2334 | 终界铁块 |
| Unknown | betterend:terminite_boots | 2379 | 终界铁靴子 |
| Unknown | betterend:terminite_bulb_lantern | 2344 | 终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_black | 2348 | 黑色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_blue | 2349 | 蓝色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_brown | 2356 | 棕色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_cyan | 2355 | 青色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_gray | 2346 | 灰色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_green | 2357 | 绿色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_light_blue | 2360 | 淡蓝色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_light_gray | 2347 | 淡灰色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_lime | 2350 | 黄绿色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_magenta | 2351 | 品红色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_orange | 2353 | 橙色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_pink | 2359 | 粉色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_purple | 2354 | 紫色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_red | 2352 | 红色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_white | 2345 | 白色终界灯泡灯笼 |
| Unknown | betterend:terminite_bulb_lantern_yellow | 2358 | 黄色终界灯泡灯笼 |
| Unknown | betterend:terminite_chain | 2341 | 终界链 |
| Unknown | betterend:terminite_chandelier | 2343 | 终界吊灯 |
| Unknown | betterend:terminite_chestplate | 2377 | 终界铁胸甲 |
| Unknown | betterend:terminite_door | 2338 | 终界门 |
| Unknown | betterend:terminite_forged_plate | 2375 | 终界锻造盘 |
| Unknown | betterend:terminite_hammer | 2374 | 终界铁锻锤 |
| Unknown | betterend:terminite_helmet | 2376 | 终界铁头盔 |
| Unknown | betterend:terminite_hoe | 2373 | 终界铁锄 |
| Unknown | betterend:terminite_hoe_head | 2366 | 终界锄头部 |
| Unknown | betterend:terminite_ingot | 2362 | 终界铁锭 |
| Unknown | betterend:terminite_leggings | 2378 | 终界铁护腿 |
| Unknown | betterend:terminite_nugget | 2361 | 终界锭 |
| Unknown | betterend:terminite_pickaxe | 2371 | 终界铁镐 |
| Unknown | betterend:terminite_pickaxe_head | 2364 | 终界镐头部 |
| Unknown | betterend:terminite_plate | 2342 | 终界压力板 |
| Unknown | betterend:terminite_shovel | 2369 | 终界铁锹 |
| Unknown | betterend:terminite_shovel_head | 2363 | 终界锹头部 |
| Unknown | betterend:terminite_slab | 2337 | 终界半砖 |
| Unknown | betterend:terminite_stairs | 2336 | 终界楼梯 |
| Unknown | betterend:terminite_sword | 2370 | 终界铁剑 |
| Unknown | betterend:terminite_sword_blade | 2367 | 终界剑刃 |
| Unknown | betterend:terminite_sword_handle | 2368 | 终界剑柄 |
| Unknown | betterend:terminite_tile | 2335 | 终界瓦 |
| Unknown | betterend:terminite_trapdoor | 2339 | 终界陷阱门 |
| Unknown | betterend:thallasium_anvil | 2333 | 铊砧 |
| Unknown | betterend:thallasium_axe | 2325 | 铊斧头 |
| Unknown | betterend:thallasium_axe_head | 2318 | 铊斧头部 |
| Unknown | betterend:thallasium_bars | 2293 | 铊条 |
| Unknown | betterend:thallasium_block | 2287 | 铊块 |
| Unknown | betterend:thallasium_boots | 2332 | 铊靴子 |
| Unknown | betterend:thallasium_bulb_lantern | 2297 | 铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_black | 2301 | 黑色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_blue | 2302 | 蓝色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_brown | 2309 | 棕色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_cyan | 2308 | 青色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_gray | 2299 | 灰色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_green | 2310 | 绿色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_light_blue | 2313 | 淡蓝色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_light_gray | 2300 | 淡灰色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_lime | 2303 | 黄绿色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_magenta | 2304 | 品红色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_orange | 2306 | 橙色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_pink | 2312 | 粉色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_purple | 2307 | 紫色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_red | 2305 | 红色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_white | 2298 | 白色铊灯泡灯笼 |
| Unknown | betterend:thallasium_bulb_lantern_yellow | 2311 | 黄色铊灯泡灯笼 |
| Unknown | betterend:thallasium_chain | 2294 | 铊链 |
| Unknown | betterend:thallasium_chandelier | 2296 | 铊制吊灯 |
| Unknown | betterend:thallasium_chestplate | 2330 | 铊胸甲 |
| Unknown | betterend:thallasium_door | 2291 | 铊门 |
| Unknown | betterend:thallasium_forged_plate | 2328 | 铊锻造盘 |
| Unknown | betterend:thallasium_hammer | 2327 | 铊锻锤 |
| Unknown | betterend:thallasium_helmet | 2329 | 铊头盔 |
| Unknown | betterend:thallasium_hoe | 2326 | 铊锄 |
| Unknown | betterend:thallasium_hoe_head | 2319 | 铊锄头部 |
| Unknown | betterend:thallasium_ingot | 2315 | 铊锭 |
| Unknown | betterend:thallasium_leggings | 2331 | 铊护腿 |
| Unknown | betterend:thallasium_nugget | 2314 | 铊锭 |
| Unknown | betterend:thallasium_ore | 2286 | 铊矿 |
| Unknown | betterend:thallasium_pickaxe | 2324 | 铊镐 |
| Unknown | betterend:thallasium_pickaxe_head | 2317 | 铊镐头部 |
| Unknown | betterend:thallasium_plate | 2295 | 铊制压力板 |
| Unknown | betterend:thallasium_raw | 2285 | Raw Thallasium |
| Unknown | betterend:thallasium_shovel | 2322 | 铊锹 |
| Unknown | betterend:thallasium_shovel_head | 2316 | 铊锹头部 |
| Unknown | betterend:thallasium_slab | 2290 | 铊半砖 |
| Unknown | betterend:thallasium_stairs | 2289 | 铊楼梯 |
| Unknown | betterend:thallasium_sword | 2323 | 铊剑 |
| Unknown | betterend:thallasium_sword_blade | 2320 | 铊剑刃 |
| Unknown | betterend:thallasium_sword_handle | 2321 | 铊剑柄 |
| Unknown | betterend:thallasium_tile | 2288 | 铊瓦 |
| Unknown | betterend:thallasium_trapdoor | 2292 | 铊制陷阱门 |
| Unknown | betterend:tube_worm | 2267 | 管栖蠕虫 |
| Unknown | betterend:twisted_moss | 2266 | 蜷曲苔藓 |
| Unknown | betterend:twisted_umbrella_moss | 2187 | 蜷曲伞状苔藓 |
| Unknown | betterend:twisted_umbrella_moss_tall | 2188 | 高蜷曲伞状苔藓 |
| Unknown | betterend:twisted_vine | 2272 | 蜷曲藤 |
| Unknown | betterend:umbralith | 1917 | 灰暗石 |
| Unknown | betterend:umbralith_bricks | 1928 | 灰暗石砖 |
