+-------------------------------------------+
| Registry name | Name | Type | Rarity | ID |
| x_enchant:halo_effect_-_effect.minecraft.weakness | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 189 |
| x_enchant:halo_effect_-_effect.minecraft.wither | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 191 |
| x_enchant:halo_effect_-_effect.things.momentum | enchantment.x_enchant.halo_effect | ARMOR | RARE (2) | 260 |
| x_enchant:halo_thunder | enchantment.x_enchant.halo_thunder | ARMOR | RARE (2) | 170 |
| x_enchant:hit_rate_up | enchantment.x_enchant.hit_rate_up | BOW | UNCOMMON (5) | 165 |
| x_enchant:increment_attack_damage | enchantment.x_enchant.increment_attack_damage | WEAPON | VERY_RARE (1) | 169 |
| x_enchant:librarian | enchantment.x_enchant.librarian | FISHING_ROD | RARE (2) | 168 |
| x_enchant:magic_immune | enchantment.x_enchant.magic_immune | ARMOR_CHEST | VERY_RARE (1) | 167 |
| x_enchant:more_loot | enchantment.x_enchant.more_loot | WEAPON | RARE (2) | 164 |
| x_enchant:quick_shoot | enchantment.x_enchant.quick_shoot | BOW | UNCOMMON (5) | 166 |
| x_enchant:rebirth | enchantment.x_enchant.rebirth | ARMOR_CHEST | UNCOMMON (5) | 163 |
| x_enchant:suck_blood | enchantment.x_enchant.suck_blood | WEAPON | RARE (2) | 161 |
| x_enchant:weakness | enchantment.x_enchant.weakness | WEAPON | VERY_RARE (1) | 162 |
| yigd:soulbound | enchantment.yigd.soulbound | VANISHABLE | VERY_RARE (1) | 171 |
+-------------------------------------------+
| Registry name | Name | Type | Rarity | ID |
+-------------------------------------------+
